analysis_version,text_sha256,token_count,char_count,occurrence_count,viewer_count,catalog_generation_count,grade_count,first_fragment_id
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,6c31f50b209a482f73cdfe75d06e6089bcf4fbfb5c6706abf7b885a151bdb490,7,27,4,4,2,2,U1-H2014P3EAA-P087-F011
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,6e72a474efa970541f4a141aca7ed6fed31afc9918342db2d7de99e31ad1a699,3,25,4,4,1,4,U1-H2014P3EAA-P088-F004
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,6ef04fc2d275b70513b191bf6f0c0d3a9137453724461dfb02bb14bc4d51b402,1,3,4,3,1,3,U1-H2011P3ED309-P028-F002
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,77c27e957951652fe7c664e136d5de4629a7feeb747148e239f765dd74d3c628,13,63,4,4,4,1,U1-H2008P5ED279-P076-F003
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,1,1,4,2,2,1,U1-H2011P4ED317-P047-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,7b99b6cbf9916a711a721db6b133e1f9a0a7012f99f013fb0d21a06a2378a44f,15,90,4,1,1,1,U1-H2008P5ED279-P032-F014
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,7c88d79fa691a9216c8c678093b6b54d721a06ab05eb62f9fbd4a9321dae28b2,7,42,4,4,4,1,U1-H2008P5ED279-P091-F005
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,8054619a0188a18aae11906f6c0f87dd639524e416df4eb3d305083662b57410,7,52,4,4,2,4,U1-H2008P2ED259-P095-F013
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,84695e1262b450556faea37b5703ea25c19809b3c74e684ef6b558e760bca20c,4,21,4,4,4,1,U1-H2008P5ED279-P078-F008
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,8488f10992d8b32fd738a33b21e8bff752d68bfaa767346c229a874d4ed1c0b1,2,9,4,4,3,2,U1-H2011P5ED327-P033-F023
